item,2012-04-07,2014-05-23,2014-07-16,2014-07-20,2014-07-27,2014-08-03,2014-08-10,2014-08-17,2014-08-24,2014-08-31,2014-09-07,2014-09-14,2014-09-21,2014-09-28,2014-10-05
registrations,1,1,90,158,156,148,207,221,272,294,322,292,300,266,55
